,Statistic Label,Year,Age Group,Sex,Road User Type,UNIT,VALUE
7121,All Killed and Injured Casualties,2007,10 - 14 years,Male,Pedestrians,Number,44
7122,All Killed and Injured Casualties,2007,10 - 14 years,Male,Pedal cyclists,Number,28
7123,All Killed and Injured Casualties,2007,10 - 14 years,Male,Motor cyclists,Number,1
7124,All Killed and Injured Casualties,2007,10 - 14 years,Male,All Car users,Number,57
7125,All Killed and Injured Casualties,2007,10 - 14 years,Male,Car drivers,Number,1
7126,All Killed and Injured Casualties,2007,10 - 14 years,Male,Car passengers,Number,56
7127,All Killed and Injured Casualties,2007,10 - 14 years,Male,Other road users,Number,7
7129,All Killed and Injured Casualties,2007,10 - 14 years,Female,Pedestrians,Number,29
7130,All Killed and Injured Casualties,2007,10 - 14 years,Female,Pedal cyclists,Number,5
7131,All Killed and Injured Casualties,2007,10 - 14 years,Female,Motor cyclists,Number,1
7132,All Killed and Injured Casualties,2007,10 - 14 years,Female,All Car users,Number,67
7133,All Killed and Injured Casualties,2007,10 - 14 years,Female,Car drivers,Number,0
7134,All Killed and Injured Casualties,2007,10 - 14 years,Female,Car passengers,Number,67
7135,All Killed and Injured Casualties,2007,10 - 14 years,Female,Other road users,Number,3
7137,All Killed and Injured Casualties,2007,15 - 17 years,Male,Pedestrians,Number,19
7138,All Killed and Injured Casualties,2007,15 - 17 years,Male,Pedal cyclists,Number,12
7139,All Killed and Injured Casualties,2007,15 - 17 years,Male,Motor cyclists,Number,16
7140,All Killed and Injured Casualties,2007,15 - 17 years,Male,All Car users,Number,153
7141,All Killed and Injured Casualties,2007,15 - 17 years,Male,Car drivers,Number,55
7142,All Killed and Injured Casualties,2007,15 - 17 years,Male,Car passengers,Number,98
7143,All Killed and Injured Casualties,2007,15 - 17 years,Male,Other road users,Number,24
7145,All Killed and Injured Casualties,2007,15 - 17 years,Female,Pedestrians,Number,29
7146,All Killed and Injured Casualties,2007,15 - 17 years,Female,Pedal cyclists,Number,2
7147,All Killed and Injured Casualties,2007,15 - 17 years,Female,Motor cyclists,Number,2
7148,All Killed and Injured Casualties,2007,15 - 17 years,Female,All Car users,Number,131
7149,All Killed and Injured Casualties,2007,15 - 17 years,Female,Car drivers,Number,19
7150,All Killed and Injured Casualties,2007,15 - 17 years,Female,Car passengers,Number,112
7151,All Killed and Injured Casualties,2007,15 - 17 years,Female,Other road users,Number,6
7153,All Killed and Injured Casualties,2007,18 - 20 years,Male,Pedestrians,Number,38
7154,All Killed and Injured Casualties,2007,18 - 20 years,Male,Pedal cyclists,Number,7
7155,All Killed and Injured Casualties,2007,18 - 20 years,Male,Motor cyclists,Number,24
7156,All Killed and Injured Casualties,2007,18 - 20 years,Male,All Car users,Number,395
7157,All Killed and Injured Casualties,2007,18 - 20 years,Male,Car drivers,Number,245
7158,All Killed and Injured Casualties,2007,18 - 20 years,Male,Car passengers,Number,150
7159,All Killed and Injured Casualties,2007,18 - 20 years,Male,Other road users,Number,51
7161,All Killed and Injured Casualties,2007,18 - 20 years,Female,Pedestrians,Number,25
7162,All Killed and Injured Casualties,2007,18 - 20 years,Female,Pedal cyclists,Number,1
7163,All Killed and Injured Casualties,2007,18 - 20 years,Female,Motor cyclists,Number,2
7164,All Killed and Injured Casualties,2007,18 - 20 years,Female,All Car users,Number,321
7165,All Killed and Injured Casualties,2007,18 - 20 years,Female,Car drivers,Number,146
7166,All Killed and Injured Casualties,2007,18 - 20 years,Female,Car passengers,Number,175
7167,All Killed and Injured Casualties,2007,18 - 20 years,Female,Other road users,Number,8
7169,All Killed and Injured Casualties,2007,21 - 24 years,Male,Pedestrians,Number,47
7170,All Killed and Injured Casualties,2007,21 - 24 years,Male,Pedal cyclists,Number,13
7171,All Killed and Injured Casualties,2007,21 - 24 years,Male,Motor cyclists,Number,40
7172,All Killed and Injured Casualties,2007,21 - 24 years,Male,All Car users,Number,391
7173,All Killed and Injured Casualties,2007,21 - 24 years,Male,Car drivers,Number,262
7174,All Killed and Injured Casualties,2007,21 - 24 years,Male,Car passengers,Number,129
7175,All Killed and Injured Casualties,2007,21 - 24 years,Male,Other road users,Number,72
7177,All Killed and Injured Casualties,2007,21 - 24 years,Female,Pedestrians,Number,34
7178,All Killed and Injured Casualties,2007,21 - 24 years,Female,Pedal cyclists,Number,5
7179,All Killed and Injured Casualties,2007,21 - 24 years,Female,Motor cyclists,Number,4
7180,All Killed and Injured Casualties,2007,21 - 24 years,Female,All Car users,Number,313
7181,All Killed and Injured Casualties,2007,21 - 24 years,Female,Car drivers,Number,219
7182,All Killed and Injured Casualties,2007,21 - 24 years,Female,Car passengers,Number,94
7183,All Killed and Injured Casualties,2007,21 - 24 years,Female,Other road users,Number,11
7185,All Killed and Injured Casualties,2007,25 - 34 years,Male,Pedestrians,Number,72
7186,All Killed and Injured Casualties,2007,25 - 34 years,Male,Pedal cyclists,Number,43
7187,All Killed and Injured Casualties,2007,25 - 34 years,Male,Motor cyclists,Number,127
7188,All Killed and Injured Casualties,2007,25 - 34 years,Male,All Car users,Number,556
7189,All Killed and Injured Casualties,2007,25 - 34 years,Male,Car drivers,Number,419
7190,All Killed and Injured Casualties,2007,25 - 34 years,Male,Car passengers,Number,137
7191,All Killed and Injured Casualties,2007,25 - 34 years,Male,Other road users,Number,168
7193,All Killed and Injured Casualties,2007,25 - 34 years,Female,Pedestrians,Number,50
7194,All Killed and Injured Casualties,2007,25 - 34 years,Female,Pedal cyclists,Number,20
7195,All Killed and Injured Casualties,2007,25 - 34 years,Female,Motor cyclists,Number,9
7196,All Killed and Injured Casualties,2007,25 - 34 years,Female,All Car users,Number,596
7197,All Killed and Injured Casualties,2007,25 - 34 years,Female,Car drivers,Number,436
7198,All Killed and Injured Casualties,2007,25 - 34 years,Female,Car passengers,Number,160
7199,All Killed and Injured Casualties,2007,25 - 34 years,Female,Other road users,Number,29
7201,All Killed and Injured Casualties,2007,35 - 44 years,Male,Pedestrians,Number,59
7202,All Killed and Injured Casualties,2007,35 - 44 years,Male,Pedal cyclists,Number,35
7203,All Killed and Injured Casualties,2007,35 - 44 years,Male,Motor cyclists,Number,81
7204,All Killed and Injured Casualties,2007,35 - 44 years,Male,All Car users,Number,353
7205,All Killed and Injured Casualties,2007,35 - 44 years,Male,Car drivers,Number,299
7206,All Killed and Injured Casualties,2007,35 - 44 years,Male,Car passengers,Number,54
7207,All Killed and Injured Casualties,2007,35 - 44 years,Male,Other road users,Number,128
7209,All Killed and Injured Casualties,2007,35 - 44 years,Female,Pedestrians,Number,34
7210,All Killed and Injured Casualties,2007,35 - 44 years,Female,Pedal cyclists,Number,3
7211,All Killed and Injured Casualties,2007,35 - 44 years,Female,Motor cyclists,Number,2
7212,All Killed and Injured Casualties,2007,35 - 44 years,Female,All Car users,Number,390
7213,All Killed and Injured Casualties,2007,35 - 44 years,Female,Car drivers,Number,299
7214,All Killed and Injured Casualties,2007,35 - 44 years,Female,Car passengers,Number,91
7215,All Killed and Injured Casualties,2007,35 - 44 years,Female,Other road users,Number,15
7217,All Killed and Injured Casualties,2007,45 - 54 years,Male,Pedestrians,Number,43
7218,All Killed and Injured Casualties,2007,45 - 54 years,Male,Pedal cyclists,Number,27
7219,All Killed and Injured Casualties,2007,45 - 54 years,Male,Motor cyclists,Number,47
7220,All Killed and Injured Casualties,2007,45 - 54 years,Male,All Car users,Number,209
7221,All Killed and Injured Casualties,2007,45 - 54 years,Male,Car drivers,Number,180
7222,All Killed and Injured Casualties,2007,45 - 54 years,Male,Car passengers,Number,29
7223,All Killed and Injured Casualties,2007,45 - 54 years,Male,Other road users,Number,104
7225,All Killed and Injured Casualties,2007,45 - 54 years,Female,Pedestrians,Number,31
7226,All Killed and Injured Casualties,2007,45 - 54 years,Female,Pedal cyclists,Number,9
7227,All Killed and Injured Casualties,2007,45 - 54 years,Female,Motor cyclists,Number,6
7228,All Killed and Injured Casualties,2007,45 - 54 years,Female,All Car users,Number,270
7229,All Killed and Injured Casualties,2007,45 - 54 years,Female,Car drivers,Number,198
7230,All Killed and Injured Casualties,2007,45 - 54 years,Female,Car passengers,Number,72
7231,All Killed and Injured Casualties,2007,45 - 54 years,Female,Other road users,Number,15
7233,All Killed and Injured Casualties,2007,55 - 64 years,Male,Pedestrians,Number,43
7234,All Killed and Injured Casualties,2007,55 - 64 years,Male,Pedal cyclists,Number,9
7235,All Killed and Injured Casualties,2007,55 - 64 years,Male,Motor cyclists,Number,12
7236,All Killed and Injured Casualties,2007,55 - 64 years,Male,All Car users,Number,170
7237,All Killed and Injured Casualties,2007,55 - 64 years,Male,Car drivers,Number,147
7238,All Killed and Injured Casualties,2007,55 - 64 years,Male,Car passengers,Number,23
7239,All Killed and Injured Casualties,2007,55 - 64 years,Male,Other road users,Number,58
7241,All Killed and Injured Casualties,2007,55 - 64 years,Female,Pedestrians,Number,33
7242,All Killed and Injured Casualties,2007,55 - 64 years,Female,Pedal cyclists,Number,6
7243,All Killed and Injured Casualties,2007,55 - 64 years,Female,Motor cyclists,Number,1
7244,All Killed and Injured Casualties,2007,55 - 64 years,Female,All Car users,Number,219
7245,All Killed and Injured Casualties,2007,55 - 64 years,Female,Car drivers,Number,130
7246,All Killed and Injured Casualties,2007,55 - 64 years,Female,Car passengers,Number,89
7247,All Killed and Injured Casualties,2007,55 - 64 years,Female,Other road users,Number,10
7249,All Killed and Injured Casualties,2007,65 years and over,Male,Pedestrians,Number,77
7250,All Killed and Injured Casualties,2007,65 years and over,Male,Pedal cyclists,Number,8
7251,All Killed and Injured Casualties,2007,65 years and over,Male,Motor cyclists,Number,5
7252,All Killed and Injured Casualties,2007,65 years and over,Male,All Car users,Number,195
7253,All Killed and Injured Casualties,2007,65 years and over,Male,Car drivers,Number,167
7254,All Killed and Injured Casualties,2007,65 years and over,Male,Car passengers,Number,28
7255,All Killed and Injured Casualties,2007,65 years and over,Male,Other road users,Number,19
7257,All Killed and Injured Casualties,2007,65 years and over,Female,Pedestrians,Number,69
7258,All Killed and Injured Casualties,2007,65 years and over,Female,Pedal cyclists,Number,5
7259,All Killed and Injured Casualties,2007,65 years and over,Female,Motor cyclists,Number,0
7260,All Killed and Injured Casualties,2007,65 years and over,Female,All Car users,Number,187
7261,All Killed and Injured Casualties,2007,65 years and over,Female,Car drivers,Number,89
7262,All Killed and Injured Casualties,2007,65 years and over,Female,Car passengers,Number,98
7263,All Killed and Injured Casualties,2007,65 years and over,Female,Other road users,Number,9
7297,All Killed and Injured Casualties,2008,0 - 5 years,Male,Pedestrians,Number,55
7298,All Killed and Injured Casualties,2008,0 - 5 years,Male,Pedal cyclists,Number,0
7299,All Killed and Injured Casualties,2008,0 - 5 years,Male,Motor cyclists,Number,0
7300,All Killed and Injured Casualties,2008,0 - 5 years,Male,All Car users,Number,97
7301,All Killed and Injured Casualties,2008,0 - 5 years,Male,Car drivers,Number,0
7302,All Killed and Injured Casualties,2008,0 - 5 years,Male,Car passengers,Number,97
7303,All Killed and Injured Casualties,2008,0 - 5 years,Male,Other road users,Number,5
7305,All Killed and Injured Casualties,2008,0 - 5 years,Female,Pedestrians,Number,30
7306,All Killed and Injured Casualties,2008,0 - 5 years,Female,Pedal cyclists,Number,0
7307,All Killed and Injured Casualties,2008,0 - 5 years,Female,Motor cyclists,Number,0
7308,All Killed and Injured Casualties,2008,0 - 5 years,Female,All Car users,Number,93
7309,All Killed and Injured Casualties,2008,0 - 5 years,Female,Car drivers,Number,0
7310,All Killed and Injured Casualties,2008,0 - 5 years,Female,Car passengers,Number,93
7311,All Killed and Injured Casualties,2008,0 - 5 years,Female,Other road users,Number,2
7313,All Killed and Injured Casualties,2008,6 - 9 years,Male,Pedestrians,Number,52
7314,All Killed and Injured Casualties,2008,6 - 9 years,Male,Pedal cyclists,Number,9
7315,All Killed and Injured Casualties,2008,6 - 9 years,Male,Motor cyclists,Number,1
7316,All Killed and Injured Casualties,2008,6 - 9 years,Male,All Car users,Number,70
7317,All Killed and Injured Casualties,2008,6 - 9 years,Male,Car drivers,Number,0
7318,All Killed and Injured Casualties,2008,6 - 9 years,Male,Car passengers,Number,70
7319,All Killed and Injured Casualties,2008,6 - 9 years,Male,Other road users,Number,2
7321,All Killed and Injured Casualties,2008,6 - 9 years,Female,Pedestrians,Number,32
7322,All Killed and Injured Casualties,2008,6 - 9 years,Female,Pedal cyclists,Number,0
7323,All Killed and Injured Casualties,2008,6 - 9 years,Female,Motor cyclists,Number,0
7324,All Killed and Injured Casualties,2008,6 - 9 years,Female,All Car users,Number,56
7325,All Killed and Injured Casualties,2008,6 - 9 years,Female,Car drivers,Number,0
7326,All Killed and Injured Casualties,2008,6 - 9 years,Female,Car passengers,Number,56
7327,All Killed and Injured Casualties,2008,6 - 9 years,Female,Other road users,Number,3
7329,All Killed and Injured Casualties,2008,10 - 14 years,Male,Pedestrians,Number,73
7330,All Killed and Injured Casualties,2008,10 - 14 years,Male,Pedal cyclists,Number,20
7331,All Killed and Injured Casualties,2008,10 - 14 years,Male,Motor cyclists,Number,2
7332,All Killed and Injured Casualties,2008,10 - 14 years,Male,All Car users,Number,78
7333,All Killed and Injured Casualties,2008,10 - 14 years,Male,Car drivers,Number,1
7334,All Killed and Injured Casualties,2008,10 - 14 years,Male,Car passengers,Number,77
7335,All Killed and Injured Casualties,2008,10 - 14 years,Male,Other road users,Number,8
7337,All Killed and Injured Casualties,2008,10 - 14 years,Female,Pedestrians,Number,40
7338,All Killed and Injured Casualties,2008,10 - 14 years,Female,Pedal cyclists,Number,2
7339,All Killed and Injured Casualties,2008,10 - 14 years,Female,Motor cyclists,Number,0
7340,All Killed and Injured Casualties,2008,10 - 14 years,Female,All Car users,Number,78
7341,All Killed and Injured Casualties,2008,10 - 14 years,Female,Car drivers,Number,0
7342,All Killed and Injured Casualties,2008,10 - 14 years,Female,Car passengers,Number,78
7343,All Killed and Injured Casualties,2008,10 - 14 years,Female,Other road users,Number,1
7345,All Killed and Injured Casualties,2008,15 - 17 years,Male,Pedestrians,Number,28
