,Statistic,Year,Age Group,Sex,Road User Type,UNIT,VALUE
6691,All Killed and Injured Casualties,2007,6 - 9 years,Male,Motor cyclists,Number,0
6693,All Killed and Injured Casualties,2007,6 - 9 years,Male,Car drivers,Number,0
6694,All Killed and Injured Casualties,2007,6 - 9 years,Male,Car passengers,Number,38
6695,All Killed and Injured Casualties,2007,6 - 9 years,Male,Other road users,Number,7
6697,All Killed and Injured Casualties,2007,6 - 9 years,Female,Pedestrians,Number,22
6698,All Killed and Injured Casualties,2007,6 - 9 years,Female,Pedal cyclists,Number,4
6699,All Killed and Injured Casualties,2007,6 - 9 years,Female,Motor cyclists,Number,1
6701,All Killed and Injured Casualties,2007,6 - 9 years,Female,Car drivers,Number,0
6702,All Killed and Injured Casualties,2007,6 - 9 years,Female,Car passengers,Number,37
6703,All Killed and Injured Casualties,2007,6 - 9 years,Female,Other road users,Number,2
6705,All Killed and Injured Casualties,2007,10 - 14 years,Male,Pedestrians,Number,44
6706,All Killed and Injured Casualties,2007,10 - 14 years,Male,Pedal cyclists,Number,28
6707,All Killed and Injured Casualties,2007,10 - 14 years,Male,Motor cyclists,Number,1
6709,All Killed and Injured Casualties,2007,10 - 14 years,Male,Car drivers,Number,1
6710,All Killed and Injured Casualties,2007,10 - 14 years,Male,Car passengers,Number,56
6711,All Killed and Injured Casualties,2007,10 - 14 years,Male,Other road users,Number,7
6713,All Killed and Injured Casualties,2007,10 - 14 years,Female,Pedestrians,Number,29
6714,All Killed and Injured Casualties,2007,10 - 14 years,Female,Pedal cyclists,Number,5
6715,All Killed and Injured Casualties,2007,10 - 14 years,Female,Motor cyclists,Number,1
6717,All Killed and Injured Casualties,2007,10 - 14 years,Female,Car drivers,Number,0
6718,All Killed and Injured Casualties,2007,10 - 14 years,Female,Car passengers,Number,67
6719,All Killed and Injured Casualties,2007,10 - 14 years,Female,Other road users,Number,3
6721,All Killed and Injured Casualties,2007,15 - 17 years,Male,Pedestrians,Number,19
6722,All Killed and Injured Casualties,2007,15 - 17 years,Male,Pedal cyclists,Number,12
6723,All Killed and Injured Casualties,2007,15 - 17 years,Male,Motor cyclists,Number,16
6725,All Killed and Injured Casualties,2007,15 - 17 years,Male,Car drivers,Number,55
6726,All Killed and Injured Casualties,2007,15 - 17 years,Male,Car passengers,Number,98
6727,All Killed and Injured Casualties,2007,15 - 17 years,Male,Other road users,Number,24
6729,All Killed and Injured Casualties,2007,15 - 17 years,Female,Pedestrians,Number,29
6730,All Killed and Injured Casualties,2007,15 - 17 years,Female,Pedal cyclists,Number,2
6731,All Killed and Injured Casualties,2007,15 - 17 years,Female,Motor cyclists,Number,2
6733,All Killed and Injured Casualties,2007,15 - 17 years,Female,Car drivers,Number,19
6734,All Killed and Injured Casualties,2007,15 - 17 years,Female,Car passengers,Number,112
6735,All Killed and Injured Casualties,2007,15 - 17 years,Female,Other road users,Number,6
6737,All Killed and Injured Casualties,2007,18 - 20 years,Male,Pedestrians,Number,38
6738,All Killed and Injured Casualties,2007,18 - 20 years,Male,Pedal cyclists,Number,7
6739,All Killed and Injured Casualties,2007,18 - 20 years,Male,Motor cyclists,Number,24
6741,All Killed and Injured Casualties,2007,18 - 20 years,Male,Car drivers,Number,245
6742,All Killed and Injured Casualties,2007,18 - 20 years,Male,Car passengers,Number,150
6743,All Killed and Injured Casualties,2007,18 - 20 years,Male,Other road users,Number,51
6745,All Killed and Injured Casualties,2007,18 - 20 years,Female,Pedestrians,Number,25
6746,All Killed and Injured Casualties,2007,18 - 20 years,Female,Pedal cyclists,Number,1
6747,All Killed and Injured Casualties,2007,18 - 20 years,Female,Motor cyclists,Number,2
6749,All Killed and Injured Casualties,2007,18 - 20 years,Female,Car drivers,Number,146
6750,All Killed and Injured Casualties,2007,18 - 20 years,Female,Car passengers,Number,175
6751,All Killed and Injured Casualties,2007,18 - 20 years,Female,Other road users,Number,8
6753,All Killed and Injured Casualties,2007,21 - 24 years,Male,Pedestrians,Number,47
6754,All Killed and Injured Casualties,2007,21 - 24 years,Male,Pedal cyclists,Number,13
6755,All Killed and Injured Casualties,2007,21 - 24 years,Male,Motor cyclists,Number,40
6757,All Killed and Injured Casualties,2007,21 - 24 years,Male,Car drivers,Number,262
6758,All Killed and Injured Casualties,2007,21 - 24 years,Male,Car passengers,Number,129
6759,All Killed and Injured Casualties,2007,21 - 24 years,Male,Other road users,Number,72
6761,All Killed and Injured Casualties,2007,21 - 24 years,Female,Pedestrians,Number,34
6762,All Killed and Injured Casualties,2007,21 - 24 years,Female,Pedal cyclists,Number,5
6763,All Killed and Injured Casualties,2007,21 - 24 years,Female,Motor cyclists,Number,4
6765,All Killed and Injured Casualties,2007,21 - 24 years,Female,Car drivers,Number,219
6766,All Killed and Injured Casualties,2007,21 - 24 years,Female,Car passengers,Number,94
6767,All Killed and Injured Casualties,2007,21 - 24 years,Female,Other road users,Number,11
6769,All Killed and Injured Casualties,2007,25 - 34 years,Male,Pedestrians,Number,72
6770,All Killed and Injured Casualties,2007,25 - 34 years,Male,Pedal cyclists,Number,43
6771,All Killed and Injured Casualties,2007,25 - 34 years,Male,Motor cyclists,Number,127
6773,All Killed and Injured Casualties,2007,25 - 34 years,Male,Car drivers,Number,419
6774,All Killed and Injured Casualties,2007,25 - 34 years,Male,Car passengers,Number,137
6775,All Killed and Injured Casualties,2007,25 - 34 years,Male,Other road users,Number,168
6777,All Killed and Injured Casualties,2007,25 - 34 years,Female,Pedestrians,Number,50
6778,All Killed and Injured Casualties,2007,25 - 34 years,Female,Pedal cyclists,Number,20
6779,All Killed and Injured Casualties,2007,25 - 34 years,Female,Motor cyclists,Number,9
6781,All Killed and Injured Casualties,2007,25 - 34 years,Female,Car drivers,Number,436
6782,All Killed and Injured Casualties,2007,25 - 34 years,Female,Car passengers,Number,160
6783,All Killed and Injured Casualties,2007,25 - 34 years,Female,Other road users,Number,29
6785,All Killed and Injured Casualties,2007,35 - 44 years,Male,Pedestrians,Number,59
6786,All Killed and Injured Casualties,2007,35 - 44 years,Male,Pedal cyclists,Number,35
6787,All Killed and Injured Casualties,2007,35 - 44 years,Male,Motor cyclists,Number,81
6789,All Killed and Injured Casualties,2007,35 - 44 years,Male,Car drivers,Number,299
6790,All Killed and Injured Casualties,2007,35 - 44 years,Male,Car passengers,Number,54
6791,All Killed and Injured Casualties,2007,35 - 44 years,Male,Other road users,Number,128
6793,All Killed and Injured Casualties,2007,35 - 44 years,Female,Pedestrians,Number,34
6794,All Killed and Injured Casualties,2007,35 - 44 years,Female,Pedal cyclists,Number,3
6795,All Killed and Injured Casualties,2007,35 - 44 years,Female,Motor cyclists,Number,2
6797,All Killed and Injured Casualties,2007,35 - 44 years,Female,Car drivers,Number,299
6798,All Killed and Injured Casualties,2007,35 - 44 years,Female,Car passengers,Number,91
6799,All Killed and Injured Casualties,2007,35 - 44 years,Female,Other road users,Number,15
6801,All Killed and Injured Casualties,2007,45 - 54 years,Male,Pedestrians,Number,43
6802,All Killed and Injured Casualties,2007,45 - 54 years,Male,Pedal cyclists,Number,27
6803,All Killed and Injured Casualties,2007,45 - 54 years,Male,Motor cyclists,Number,47
6805,All Killed and Injured Casualties,2007,45 - 54 years,Male,Car drivers,Number,180
6806,All Killed and Injured Casualties,2007,45 - 54 years,Male,Car passengers,Number,29
6807,All Killed and Injured Casualties,2007,45 - 54 years,Male,Other road users,Number,104
6809,All Killed and Injured Casualties,2007,45 - 54 years,Female,Pedestrians,Number,31
6810,All Killed and Injured Casualties,2007,45 - 54 years,Female,Pedal cyclists,Number,9
6811,All Killed and Injured Casualties,2007,45 - 54 years,Female,Motor cyclists,Number,6
6813,All Killed and Injured Casualties,2007,45 - 54 years,Female,Car drivers,Number,198
6814,All Killed and Injured Casualties,2007,45 - 54 years,Female,Car passengers,Number,72
6815,All Killed and Injured Casualties,2007,45 - 54 years,Female,Other road users,Number,15
6817,All Killed and Injured Casualties,2007,55 - 64 years,Male,Pedestrians,Number,43
6818,All Killed and Injured Casualties,2007,55 - 64 years,Male,Pedal cyclists,Number,9
6819,All Killed and Injured Casualties,2007,55 - 64 years,Male,Motor cyclists,Number,12
6821,All Killed and Injured Casualties,2007,55 - 64 years,Male,Car drivers,Number,147
6822,All Killed and Injured Casualties,2007,55 - 64 years,Male,Car passengers,Number,23
6823,All Killed and Injured Casualties,2007,55 - 64 years,Male,Other road users,Number,58
6825,All Killed and Injured Casualties,2007,55 - 64 years,Female,Pedestrians,Number,33
6826,All Killed and Injured Casualties,2007,55 - 64 years,Female,Pedal cyclists,Number,6
6827,All Killed and Injured Casualties,2007,55 - 64 years,Female,Motor cyclists,Number,1
6829,All Killed and Injured Casualties,2007,55 - 64 years,Female,Car drivers,Number,130
6830,All Killed and Injured Casualties,2007,55 - 64 years,Female,Car passengers,Number,89
6831,All Killed and Injured Casualties,2007,55 - 64 years,Female,Other road users,Number,10
6833,All Killed and Injured Casualties,2007,65 years and over,Male,Pedestrians,Number,77
6834,All Killed and Injured Casualties,2007,65 years and over,Male,Pedal cyclists,Number,8
6835,All Killed and Injured Casualties,2007,65 years and over,Male,Motor cyclists,Number,5
6837,All Killed and Injured Casualties,2007,65 years and over,Male,Car drivers,Number,167
6838,All Killed and Injured Casualties,2007,65 years and over,Male,Car passengers,Number,28
6839,All Killed and Injured Casualties,2007,65 years and over,Male,Other road users,Number,19
6841,All Killed and Injured Casualties,2007,65 years and over,Female,Pedestrians,Number,69
6842,All Killed and Injured Casualties,2007,65 years and over,Female,Pedal cyclists,Number,5
6843,All Killed and Injured Casualties,2007,65 years and over,Female,Motor cyclists,Number,0
6845,All Killed and Injured Casualties,2007,65 years and over,Female,Car drivers,Number,89
6846,All Killed and Injured Casualties,2007,65 years and over,Female,Car passengers,Number,98
6847,All Killed and Injured Casualties,2007,65 years and over,Female,Other road users,Number,9
6849,All Killed and Injured Casualties,2007,Age unknown,Male,Pedestrians,Number,19
6850,All Killed and Injured Casualties,2007,Age unknown,Male,Pedal cyclists,Number,7
6851,All Killed and Injured Casualties,2007,Age unknown,Male,Motor cyclists,Number,9
6853,All Killed and Injured Casualties,2007,Age unknown,Male,Car drivers,Number,22
6854,All Killed and Injured Casualties,2007,Age unknown,Male,Car passengers,Number,16
6855,All Killed and Injured Casualties,2007,Age unknown,Male,Other road users,Number,10
6857,All Killed and Injured Casualties,2007,Age unknown,Female,Pedestrians,Number,12
6858,All Killed and Injured Casualties,2007,Age unknown,Female,Pedal cyclists,Number,2
6859,All Killed and Injured Casualties,2007,Age unknown,Female,Motor cyclists,Number,0
6861,All Killed and Injured Casualties,2007,Age unknown,Female,Car drivers,Number,20
6862,All Killed and Injured Casualties,2007,Age unknown,Female,Car passengers,Number,20
6863,All Killed and Injured Casualties,2007,Age unknown,Female,Other road users,Number,3
6865,All Killed and Injured Casualties,2008,All ages,Male,Pedestrians,Number,643
6866,All Killed and Injured Casualties,2008,All ages,Male,Pedal cyclists,Number,249
6867,All Killed and Injured Casualties,2008,All ages,Male,Motor cyclists,Number,460
6869,All Killed and Injured Casualties,2008,All ages,Male,Car drivers,Number,2265
6870,All Killed and Injured Casualties,2008,All ages,Male,Car passengers,Number,1157
6871,All Killed and Injured Casualties,2008,All ages,Male,Other road users,Number,661
6873,All Killed and Injured Casualties,2008,All ages,Female,Pedestrians,Number,497
6874,All Killed and Injured Casualties,2008,All ages,Female,Pedal cyclists,Number,83
6875,All Killed and Injured Casualties,2008,All ages,Female,Motor cyclists,Number,37
6877,All Killed and Injured Casualties,2008,All ages,Female,Car drivers,Number,1899
6878,All Killed and Injured Casualties,2008,All ages,Female,Car passengers,Number,1342
6879,All Killed and Injured Casualties,2008,All ages,Female,Other road users,Number,125
6881,All Killed and Injured Casualties,2008,0 - 5 years,Male,Pedestrians,Number,55
6882,All Killed and Injured Casualties,2008,0 - 5 years,Male,Pedal cyclists,Number,0
6883,All Killed and Injured Casualties,2008,0 - 5 years,Male,Motor cyclists,Number,0
6885,All Killed and Injured Casualties,2008,0 - 5 years,Male,Car drivers,Number,0
6886,All Killed and Injured Casualties,2008,0 - 5 years,Male,Car passengers,Number,97
6887,All Killed and Injured Casualties,2008,0 - 5 years,Male,Other road users,Number,5
6889,All Killed and Injured Casualties,2008,0 - 5 years,Female,Pedestrians,Number,30
6890,All Killed and Injured Casualties,2008,0 - 5 years,Female,Pedal cyclists,Number,0
6891,All Killed and Injured Casualties,2008,0 - 5 years,Female,Motor cyclists,Number,0
6893,All Killed and Injured Casualties,2008,0 - 5 years,Female,Car drivers,Number,0
6894,All Killed and Injured Casualties,2008,0 - 5 years,Female,Car passengers,Number,93
6895,All Killed and Injured Casualties,2008,0 - 5 years,Female,Other road users,Number,2
6897,All Killed and Injured Casualties,2008,6 - 9 years,Male,Pedestrians,Number,52
6898,All Killed and Injured Casualties,2008,6 - 9 years,Male,Pedal cyclists,Number,9
6899,All Killed and Injured Casualties,2008,6 - 9 years,Male,Motor cyclists,Number,1
6901,All Killed and Injured Casualties,2008,6 - 9 years,Male,Car drivers,Number,0
6902,All Killed and Injured Casualties,2008,6 - 9 years,Male,Car passengers,Number,70
6903,All Killed and Injured Casualties,2008,6 - 9 years,Male,Other road users,Number,2
6905,All Killed and Injured Casualties,2008,6 - 9 years,Female,Pedestrians,Number,32
6906,All Killed and Injured Casualties,2008,6 - 9 years,Female,Pedal cyclists,Number,0
6907,All Killed and Injured Casualties,2008,6 - 9 years,Female,Motor cyclists,Number,0
6909,All Killed and Injured Casualties,2008,6 - 9 years,Female,Car drivers,Number,0
6910,All Killed and Injured Casualties,2008,6 - 9 years,Female,Car passengers,Number,56
6911,All Killed and Injured Casualties,2008,6 - 9 years,Female,Other road users,Number,3
6913,All Killed and Injured Casualties,2008,10 - 14 years,Male,Pedestrians,Number,73
6914,All Killed and Injured Casualties,2008,10 - 14 years,Male,Pedal cyclists,Number,20
6915,All Killed and Injured Casualties,2008,10 - 14 years,Male,Motor cyclists,Number,2
6917,All Killed and Injured Casualties,2008,10 - 14 years,Male,Car drivers,Number,1
